OBJECTID,JOIN_FID,INCIDENT,FIRE_YEARn,GISAcres,TotalBird,year,month,day,individualCount,genus,specificEpithet,species,vernacularName,collectionCode
9385,540,T u r k e y,2012,2530.038,16,2017,12,15,1,Oreoscoptes,montanus,Oreoscoptes montanus,Sage Thrasher,EBIRD
9386,472,G A R Z A,2017,48886.66,1022,2014,11,22,20,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9387,546,G a r z a,2017,48886.47,1022,2014,11,22,20,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9388,347,B A S A L T,2004,410.184,3106,2011,11,5,4,Podiceps,nigricollis,Podiceps nigricollis,Eared Grebe,EBIRD
9389,347,B A S A L T,2004,410.184,3106,2019,1,30,2,Aechmophorus,clarkii,Aechmophorus clarkii,Clark's Grebe,EBIRD
9390,472,G A R Z A,2017,48886.66,1022,2015,10,31,30,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9391,546,G a r z a,2017,48886.47,1022,2015,10,31,30,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9392,347,B A S A L T,2004,410.184,3106,2016,1,30,50,Anas,clypeata,Anas clypeata,Northern Shoveler,EBIRD
9393,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,9,12,12,Chondestes,grammacus,Chondestes grammacus,Lark Sparrow,EBIRD
9394,560,Del Puerto Del Puerto,2020,390647.2556,2048,1999,2,11,1,Accipiter,striatus,Accipiter striatus,Sharp-shinned Hawk,EBIRD
9395,359,A V E N A L,2008,945.3325,1605,2014,5,17,2,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9396,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,1,1,Calypte,costae,Calypte costae,Costa's Hummingbird,EBIRD
9397,291,S O D A,2005,449.4977,18,2018,2,13,4,Corvus,corax,Corvus corax,Common Raven,EBIRD
9398,421,M C C A B E,2015,1728.974,74,2015,11,26,8,Corvus,brachyrhynchos,Corvus brachyrhynchos,American Crow,EBIRD
9399,560,Del Puerto Del Puerto,2020,390647.2556,2048,2015,11,26,8,Corvus,brachyrhynchos,Corvus brachyrhynchos,American Crow,EBIRD
9400,359,A V E N A L,2008,945.3325,1605,2019,1,13,3,Thryomanes,bewickii,Thryomanes bewickii,Bewick's Wren,EBIRD
9401,359,A V E N A L,2008,945.3325,1605,2010,10,9,3,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
9402,472,G A R Z A,2017,48886.66,1022,2015,10,31,25,Turdus,migratorius,Turdus migratorius,American Robin,EBIRD
9403,546,G a r z a,2017,48886.47,1022,2015,10,31,25,Turdus,migratorius,Turdus migratorius,American Robin,EBIRD
9404,393,T U R K E Y,2012,2530.048,16,2018,3,19,1,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9405,540,T u r k e y,2012,2530.038,16,2018,3,19,1,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9406,359,A V E N A L,2008,945.3325,1605,2011,5,26,20,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9407,560,Del Puerto Del Puerto,2020,390647.2556,2048,2015,5,8,2,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9408,359,A V E N A L,2008,945.3325,1605,2013,4,6,2,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
9409,359,A V E N A L,2008,945.3325,1605,1999,4,20,1,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
9410,472,G A R Z A,2017,48886.66,1022,2018,10,13,1,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
9411,546,G a r z a,2017,48886.47,1022,2018,10,13,1,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD
9412,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,5,12,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9413,347,B A S A L T,2004,410.184,3106,2019,11,29,1,Falco,sparverius,Falco sparverius,American Kestrel,EBIRD
9414,347,B A S A L T,2004,410.184,3106,2013,11,25,NA,Corvus,corax,Corvus corax,Common Raven,EBIRD
9415,347,B A S A L T,2004,410.184,3106,2011,12,27,2,Anas,acuta,Anas acuta,Northern Pintail,EBIRD
9416,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,3,10,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
9417,347,B A S A L T,2004,410.184,3106,2016,1,30,2,Agelaius,tricolor,Agelaius tricolor,Tricolored Blackbird,EBIRD
9418,347,B A S A L T,2004,410.184,3106,2016,1,24,2,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9419,347,B A S A L T,2004,410.184,3106,2014,2,13,2,Aythya,affinis,Aythya affinis,Lesser Scaup,EBIRD
9420,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,28,1,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
9421,560,Del Puerto Del Puerto,2020,390647.2556,2048,2012,5,13,NA,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
9422,359,A V E N A L,2008,945.3325,1605,2009,9,19,20,Passer,domesticus,Passer domesticus,House Sparrow,EBIRD
9423,347,B A S A L T,2004,410.184,3106,2019,3,24,16,Tachycineta,bicolor,Tachycineta bicolor,Tree Swallow,EBIRD
9424,359,A V E N A L,2008,945.3325,1605,2010,4,29,1,Passerina,amoena,Passerina amoena,Lazuli Bunting,EBIRD
9425,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,4,27,3,Aimophila,ruficeps,Aimophila ruficeps,Rufous-crowned Sparrow,EBIRD
9426,341,G A T O S,2004,1144.838,115,2018,5,31,2,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9427,359,A V E N A L,2008,945.3325,1605,2013,4,6,2,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
9428,517,S o d a,2016,2000.281,364,2014,5,23,2,Pipilo,maculatus,Pipilo maculatus,Spotted Towhee,EBIRD
9429,359,A V E N A L,2008,945.3325,1605,2015,4,18,40,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9430,347,B A S A L T,2004,410.184,3106,2013,11,22,NA,Aythya,affinis,Aythya affinis,Lesser Scaup,EBIRD
9431,347,B A S A L T,2004,410.184,3106,2014,11,29,NA,Tachycineta,bicolor,Tachycineta bicolor,Tree Swallow,EBIRD
9432,359,A V E N A L,2008,945.3325,1605,2012,4,2,2,Meleagris,gallopavo,Meleagris gallopavo,Wild Turkey,EBIRD
9433,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,4,25,3,Corvus,corax,Corvus corax,Common Raven,EBIRD
9434,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,5,12,4,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9435,347,B A S A L T,2004,410.184,3106,2014,4,1,2,Podiceps,nigricollis,Podiceps nigricollis,Eared Grebe,EBIRD
9436,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,3,20,12,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9437,347,B A S A L T,2004,410.184,3106,2019,12,17,1,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
9438,359,A V E N A L,2008,945.3325,1605,2015,4,24,1,Toxostoma,redivivum,Toxostoma redivivum,California Thrasher,EBIRD_PNW
9439,517,S o d a,2016,2000.281,364,2014,5,23,1,Myiarchus,cinerascens,Myiarchus cinerascens,Ash-throated Flycatcher,EBIRD
9440,392,S O D A,2011,1533.496,18,1989,4,21,2,Calypte,anna,Calypte anna,Anna's Hummingbird,EBIRD
9441,472,G A R Z A,2017,48886.66,1022,2015,10,31,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9442,546,G a r z a,2017,48886.47,1022,2015,10,31,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9443,347,B A S A L T,2004,410.184,3106,2014,2,13,2,Aechmophorus,clarkii,Aechmophorus clarkii,Clark's Grebe,EBIRD
9444,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,28,2,Zonotrichia,atricapilla,Zonotrichia atricapilla,Golden-crowned Sparrow,EBIRD
9445,347,B A S A L T,2004,410.184,3106,2012,3,18,1,Hirundo,rustica,Hirundo rustica,Barn Swallow,EBIRD
9446,517,S o d a,2016,2000.281,364,2014,4,17,6,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9447,347,B A S A L T,2004,410.184,3106,2015,10,12,5,Zonotrichia,leucophrys,Zonotrichia leucophrys,White-crowned Sparrow,EBIRD
9448,341,G A T O S,2004,1144.838,115,2018,4,22,1,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9449,421,M C C A B E,2015,1728.974,74,2015,11,26,400,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9450,560,Del Puerto Del Puerto,2020,390647.2556,2048,2015,11,26,400,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9451,347,B A S A L T,2004,410.184,3106,2016,9,23,2,Tringa,melanoleuca,Tringa melanoleuca,Greater Yellowlegs,EBIRD
9452,359,A V E N A L,2008,945.3325,1605,2005,5,11,NA,Eremophila,alpestris,Eremophila alpestris,Horned Lark,EBIRD
9453,347,B A S A L T,2004,410.184,3106,2018,11,21,7,Egretta,thula,Egretta thula,Snowy Egret,EBIRD
9454,347,B A S A L T,2004,410.184,3106,2017,2,18,3,Corvus,corax,Corvus corax,Common Raven,EBIRD
9455,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,11,4,1,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
9456,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,3,11,3,Corvus,corax,Corvus corax,Common Raven,EBIRD
9457,359,A V E N A L,2008,945.3325,1605,2009,9,19,2,Turdus,migratorius,Turdus migratorius,American Robin,EBIRD
9458,517,S o d a,2016,2000.281,364,2013,5,26,10,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9459,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,5,12,3,Streptopelia,decaocto,Streptopelia decaocto,Eurasian Collared-Dove,EBIRD
9460,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,3,17,2,Corvus,corax,Corvus corax,Common Raven,EBIRD
9461,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,17,2,Petrochelidon,pyrrhonota,Petrochelidon pyrrhonota,Cliff Swallow,EBIRD
9462,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,6,25,2,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD
9463,347,B A S A L T,2004,410.184,3106,2016,9,14,4,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
9464,347,B A S A L T,2004,410.184,3106,2018,9,25,1,Mergus,merganser,Mergus merganser,Common Merganser,EBIRD
9465,359,A V E N A L,2008,945.3325,1605,2010,9,16,4,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD
9466,472,G A R Z A,2017,48886.66,1022,2017,10,22,4,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9467,546,G a r z a,2017,48886.47,1022,2017,10,22,4,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9468,347,B A S A L T,2004,410.184,3106,2013,2,14,NA,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9469,347,B A S A L T,2004,410.184,3106,2010,12,6,6,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
9470,347,B A S A L T,2004,410.184,3106,2018,12,23,1,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
9471,472,G A R Z A,2017,48886.66,1022,2012,4,2,2,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
9472,546,G a r z a,2017,48886.47,1022,2012,4,2,2,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
9473,359,A V E N A L,2008,945.3325,1605,2003,10,17,3,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
9474,560,Del Puerto Del Puerto,2020,390647.2556,2048,2013,6,1,2,Picoides,nuttallii,Picoides nuttallii,Nuttall's Woodpecker,EBIRD
9475,347,B A S A L T,2004,410.184,3106,2013,2,14,2,Calidris,minutilla,Calidris minutilla,Least Sandpiper,EBIRD
9476,347,B A S A L T,2004,410.184,3106,2018,11,24,14,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
9477,359,A V E N A L,2008,945.3325,1605,2015,4,18,2,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9478,347,B A S A L T,2004,410.184,3106,2016,9,14,1,Mimus,polyglottos,Mimus polyglottos,Northern Mockingbird,EBIRD
9479,347,B A S A L T,2004,410.184,3106,2005,11,18,60,Phalacrocorax,auritus,Phalacrocorax auritus,Double-crested Cormorant,EBIRD
9480,347,B A S A L T,2004,410.184,3106,2019,2,21,22,Larus,californicus,Larus californicus,California Gull,EBIRD
9481,489,I D R I A,2018,110.1655,12,2011,2,20,40,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9482,536,I d r i a,2018,110.1651,13,2011,2,20,40,Callipepla,californica,Callipepla californica,California Quail,EBIRD
9483,347,B A S A L T,2004,410.184,3106,2016,9,14,3,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
9484,359,A V E N A L,2008,945.3325,1605,2011,9,17,30,Corvus,corax,Corvus corax,Common Raven,EBIRD
9485,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,10,2,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
9486,359,A V E N A L,2008,945.3325,1605,2015,11,20,2,Sitta,carolinensis,Sitta carolinensis,White-breasted Nuthatch,EBIRD
9487,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,5,11,10,Agelaius,phoeniceus,Agelaius phoeniceus,Red-winged Blackbird,EBIRD
9488,357,C O T T O N W O O D,2008,796.5697,39,1992,4,11,NA,Ardea,alba,Ardea alba,Great Egret,EBIRD
9489,347,B A S A L T,2004,410.184,3106,2016,12,21,1,Mergus,merganser,Mergus merganser,Common Merganser,EBIRD
9490,347,B A S A L T,2004,410.184,3106,2015,10,12,6,Charadrius,vociferus,Charadrius vociferus,Killdeer,EBIRD
9491,347,B A S A L T,2004,410.184,3106,2019,12,17,2,Podilymbus,podiceps,Podilymbus podiceps,Pied-billed Grebe,EBIRD
9492,347,B A S A L T,2004,410.184,3106,2009,1,6,NA,Aythya,marila,Aythya marila,Greater Scaup,EBIRD
9493,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,5,15,4,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD
9494,347,B A S A L T,2004,410.184,3106,2018,4,15,1,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9495,421,M C C A B E,2015,1728.974,74,2015,11,26,1,Buteo,lineatus,Buteo lineatus,Red-shouldered Hawk,EBIRD
9496,560,Del Puerto Del Puerto,2020,390647.2556,2048,2015,11,26,1,Buteo,lineatus,Buteo lineatus,Red-shouldered Hawk,EBIRD
9497,341,G A T O S,2004,1144.838,115,2019,5,19,2,Troglodytes,aedon,Troglodytes aedon,House Wren,EBIRD
9498,356,R O M E R O,2008,766.0438,185,2019,9,7,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9499,559,Mineral Mineral,2020,29666.84215,55,2019,5,22,1,Tachycineta,thalassina,Tachycineta thalassina,Violet-green Swallow,EBIRD
9500,560,Del Puerto Del Puerto,2020,390647.2556,2048,2001,1,27,NA,Grus,canadensis,Grus canadensis,Sandhill Crane,EBIRD
9501,472,G A R Z A,2017,48886.66,1022,2012,4,2,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
9502,546,G a r z a,2017,48886.47,1022,2012,4,2,2,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
9503,347,B A S A L T,2004,410.184,3106,2016,2,27,50,Fulica,americana,Fulica americana,American Coot,EBIRD
9504,359,A V E N A L,2008,945.3325,1605,2013,4,6,4,Psaltriparus,minimus,Psaltriparus minimus,Bushtit,EBIRD
9505,472,G A R Z A,2017,48886.66,1022,2015,10,24,80,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9506,546,G a r z a,2017,48886.47,1022,2015,10,24,80,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9507,347,B A S A L T,2004,410.184,3106,2019,12,4,6,Setophaga,coronata,Setophaga coronata,Yellow-rumped Warbler,EBIRD
9508,347,B A S A L T,2004,410.184,3106,2017,2,18,2,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9509,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,8,1,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
9510,359,A V E N A L,2008,945.3325,1605,2014,5,17,3,Molothrus,ater,Molothrus ater,Brown-headed Cowbird,EBIRD
9511,392,S O D A,2011,1533.496,18,1989,4,21,2,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
9512,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,4,24,2,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
9513,517,S o d a,2016,2000.281,364,2014,4,11,10,Haemorhous,mexicanus,Haemorhous mexicanus,House Finch,EBIRD
9514,359,A V E N A L,2008,945.3325,1605,2010,4,22,1,Ammodramus,savannarum,Ammodramus savannarum,Grasshopper Sparrow,EBIRD
9515,347,B A S A L T,2004,410.184,3106,2013,11,22,16,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9516,347,B A S A L T,2004,410.184,3106,2016,11,1,3,Bucephala,albeola,Bucephala albeola,Bufflehead,EBIRD
9517,347,B A S A L T,2004,410.184,3106,2017,12,22,8,Bucephala,albeola,Bucephala albeola,Bufflehead,EBIRD
9518,421,M C C A B E,2015,1728.974,74,2011,5,31,4,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9519,560,Del Puerto Del Puerto,2020,390647.2556,2048,2011,5,31,4,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9520,347,B A S A L T,2004,410.184,3106,2016,9,14,2,Calidris,minutilla,Calidris minutilla,Least Sandpiper,EBIRD
9521,359,A V E N A L,2008,945.3325,1605,2019,1,13,1,Sayornis,nigricans,Sayornis nigricans,Black Phoebe,EBIRD
9522,472,G A R Z A,2017,48886.66,1022,2010,4,22,1,Melospiza,lincolnii,Melospiza lincolnii,Lincoln's Sparrow,EBIRD
9523,546,G a r z a,2017,48886.47,1022,2010,4,22,1,Melospiza,lincolnii,Melospiza lincolnii,Lincoln's Sparrow,EBIRD
9524,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,5,11,4,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
9525,347,B A S A L T,2004,410.184,3106,2017,10,25,1,Accipiter,cooperii,Accipiter cooperii,Cooper's Hawk,EBIRD
9526,347,B A S A L T,2004,410.184,3106,2014,2,13,NA,Bucephala,clangula,Bucephala clangula,Common Goldeneye,EBIRD
9527,359,A V E N A L,2008,945.3325,1605,2013,2,16,2,Aquila,chrysaetos,Aquila chrysaetos,Golden Eagle,EBIRD
9528,347,B A S A L T,2004,410.184,3106,2018,12,23,1,Larus,argentatus,Larus argentatus,Herring Gull,EBIRD
9529,347,B A S A L T,2004,410.184,3106,2013,11,25,2,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9530,472,G A R Z A,2017,48886.66,1022,2018,10,13,6,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
9531,546,G a r z a,2017,48886.47,1022,2018,10,13,6,Colaptes,auratus,Colaptes auratus,Northern Flicker,EBIRD
9532,560,Del Puerto Del Puerto,2020,390647.2556,2048,2017,5,13,2,Cathartes,aura,Cathartes aura,Turkey Vulture,EBIRD
9533,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,5,12,2,Baeolophus,inornatus,Baeolophus inornatus,Oak Titmouse,EBIRD
9534,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,4,14,NA,Tyrannus,verticalis,Tyrannus verticalis,Western Kingbird,EBIRD
9535,347,B A S A L T,2004,410.184,3106,2012,10,28,NA,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9536,359,A V E N A L,2008,945.3325,1605,2019,1,13,28,Junco,hyemalis,Junco hyemalis,Dark-eyed Junco,EBIRD
9537,517,S o d a,2016,2000.281,364,2015,4,4,10,Zenaida,macroura,Zenaida macroura,Mourning Dove,EBIRD
9538,472,G A R Z A,2017,48886.66,1022,2013,5,18,4,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
9539,546,G a r z a,2017,48886.47,1022,2013,5,18,4,Sayornis,saya,Sayornis saya,Say's Phoebe,EBIRD
9540,347,B A S A L T,2004,410.184,3106,2016,2,27,2,Buteo,jamaicensis,Buteo jamaicensis,Red-tailed Hawk,EBIRD
9541,347,B A S A L T,2004,410.184,3106,2018,1,30,30,Oxyura,jamaicensis,Oxyura jamaicensis,Ruddy Duck,EBIRD
9542,341,G A T O S,2004,1144.838,115,2018,5,13,1,Polioptila,caerulea,Polioptila caerulea,Blue-gray Gnatcatcher,EBIRD
9543,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,5,11,2,Salpinctes,obsoletus,Salpinctes obsoletus,Rock Wren,EBIRD
9544,359,A V E N A L,2008,945.3325,1605,2009,4,4,25,Euphagus,cyanocephalus,Euphagus cyanocephalus,Brewer's Blackbird,EBIRD
9545,560,Del Puerto Del Puerto,2020,390647.2556,2048,2016,5,15,2,Melanerpes,lewis,Melanerpes lewis,Lewis's Woodpecker,EBIRD
9546,347,B A S A L T,2004,410.184,3106,2016,9,14,4,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
9547,359,A V E N A L,2008,945.3325,1605,2012,4,2,3,Lanius,ludovicianus,Lanius ludovicianus,Loggerhead Shrike,EBIRD
9548,431,P A N O C H O,2016,53.19081,22,2012,3,24,4,Corvus,corax,Corvus corax,Common Raven,EBIRD
9549,515,P a n o c h o,2016,53.1906,22,2012,3,24,4,Corvus,corax,Corvus corax,Common Raven,EBIRD
9550,472,G A R Z A,2017,48886.66,1022,2016,10,15,2,Setophaga,nigrescens,Setophaga nigrescens,Black-throated Gray Warbler,EBIRD
9551,546,G a r z a,2017,48886.47,1022,2016,10,15,2,Setophaga,nigrescens,Setophaga nigrescens,Black-throated Gray Warbler,EBIRD
9552,472,G A R Z A,2017,48886.66,1022,2017,10,22,8,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9553,546,G a r z a,2017,48886.47,1022,2017,10,22,8,Sturnus,vulgaris,Sturnus vulgaris,European Starling,EBIRD
9554,560,Del Puerto Del Puerto,2020,390647.2556,2048,2018,5,12,1,Calypte,anna,Calypte anna,Anna's Hummingbird,EBIRD
9555,472,G A R Z A,2017,48886.66,1022,2010,9,24,6,Chondestes,grammacus,Chondestes grammacus,Lark Sparrow,EBIRD
9556,546,G a r z a,2017,48886.47,1022,2010,9,24,6,Chondestes,grammacus,Chondestes grammacus,Lark Sparrow,EBIRD
9557,347,B A S A L T,2004,410.184,3106,2019,2,21,1,Pandion,haliaetus,Pandion haliaetus,Osprey,EBIRD
9558,472,G A R Z A,2017,48886.66,1022,2015,10,31,10,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
9559,546,G a r z a,2017,48886.47,1022,2015,10,31,10,Spinus,psaltria,Spinus psaltria,Lesser Goldfinch,EBIRD
9560,347,B A S A L T,2004,410.184,3106,2016,1,24,1,Vireo,huttoni,Vireo huttoni,Hutton's Vireo,EBIRD
9561,347,B A S A L T,2004,410.184,3106,2019,12,30,52,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
9562,472,G A R Z A,2017,48886.66,1022,2010,9,24,1,Accipiter,striatus,Accipiter striatus,Sharp-shinned Hawk,EBIRD
9563,546,G a r z a,2017,48886.47,1022,2010,9,24,1,Accipiter,striatus,Accipiter striatus,Sharp-shinned Hawk,EBIRD
9564,560,Del Puerto Del Puerto,2020,390647.2556,2048,2014,5,10,2,Melozone,crissalis,Melozone crissalis,California Towhee,EBIRD
9565,359,A V E N A L,2008,945.3325,1605,2012,4,2,4,Corvus,corax,Corvus corax,Common Raven,EBIRD
9566,347,B A S A L T,2004,410.184,3106,2011,10,21,4,Melospiza,melodia,Melospiza melodia,Song Sparrow,EBIRD
9567,359,A V E N A L,2008,945.3325,1605,2014,5,17,1,Charadrius,vociferus,Charadrius vociferus,Killdeer,EBIRD
9568,359,A V E N A L,2008,945.3325,1605,2004,10,6,2,Geococcyx,californianus,Geococcyx californianus,Greater Roadrunner,EBIRD
9569,347,B A S A L T,2004,410.184,3106,2017,2,12,3,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
9570,347,B A S A L T,2004,410.184,3106,2014,4,1,50,Passerculus,sandwichensis,Passerculus sandwichensis,Savannah Sparrow,EBIRD
9571,560,Del Puerto Del Puerto,2020,390647.2556,2048,2019,5,11,4,Anas,platyrhynchos,Anas platyrhynchos,Mallard,EBIRD
9572,560,Del Puerto Del Puerto,2020,390647.2556,2048,2013,4,27,1,Pica,nuttalli,Pica nuttalli,Yellow-billed Magpie,EBIRD
9573,472,G A R Z A,2017,48886.66,1022,2013,2,16,5,Corvus,corax,Corvus corax,Common Raven,EBIRD
9574,546,G a r z a,2017,48886.47,1022,2013,2,16,5,Corvus,corax,Corvus corax,Common Raven,EBIRD
9575,347,B A S A L T,2004,410.184,3106,2019,1,30,7,Bucephala,albeola,Bucephala albeola,Bufflehead,EBIRD
